id,application_status,listing_status,company,role,level,original_url,source_url,source,location,remote_policy,stack,salary,posted_at,found_at,match_score,stage_reached,decision_reason,applied_at,response_at,next_action,next_action_date,cv_version,cover_letter,contact_name,contact_url,verified_at,first_party_verified,apply_verified,last_update,notes
job-0057,not_started,unknown,Santander Auto Software,Frontend Engineer,Middle,https://santander.wd3.myworkdayjobs.com/en-US/SantanderCareers/job/Frontend-Engineer_Req1557292,https://www.linkedin.com/jobs/view/4448998303/,LinkedIn,"Boadilla del Monte, Spain",Country-specific,React; Redux; Hooks; JavaScript; HTML; CSS,Unknown,,2026-08-10,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,"Official Workday role is active but country-specific to Spain; LinkedIn surfaced duplicate Santander cards, including job 4449670714. Not actionable from Serbia."
job-0058,not_started,unknown,MWDN,Frontend Engineer,Senior,https://jobs.mwdn.com/careers/co/romania/9B.F66/frontend-engineer/all/,https://www.linkedin.com/jobs/view/4449752508/,LinkedIn,Romania / Bulgaria / Moldova / Poland / Albania / Georgia / Serbia / Latvia / Estonia / Lithuania,Europe,React; Next.js; TypeScript; Headless WordPress; REST APIs; HTML; CSS; Tailwind CSS; Accessibility; SEO; AI Tools,Unknown,,2026-08-10,7,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-10,"Official role is live and includes Serbia, but it is explicitly Senior and requires 5+ years of professional frontend experience. LinkedIn also surfaced a Vilnius variant under job 4449742792."
job-0059,not_started,unknown,Broadvoice,Software Engineer,Middle,,https://www.linkedin.com/jobs/view/4448986199/,LinkedIn,Portugal,Country-specific,React; Node.js; NestJS; Ruby on Rails,Unknown,,2026-08-10,5.5,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-10,LinkedIn alert is Portugal-specific and the role is a broader full-stack position with roughly 4+ years expected in public traces; too senior and backend-heavy for the current target. No reliable first-party vacancy URL was confirmed.
job-0060,not_started,unknown,Nortal,Frontend Developer (m/w/d),Middle,,https://www.linkedin.com/jobs/view/4440565387/,LinkedIn,Germany,Country-specific,HTML; CSS; TypeScript; React; Angular; Vue; Solid; Jest; Vitest; React Testing Library; Playwright; REST APIs,Unknown,,2026-08-10,6.5,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,LinkedIn role is remote only within Germany and requires German C1 plus multiple years of frontend experience. Not compatible with Serbia.
job-0061,not_started,unknown,Optimus Search,Javascript Developer,Middle,,https://www.linkedin.com/jobs/view/4446614648/,LinkedIn,"Berlin, Germany",Country-specific,JavaScript; TypeScript; React; Vue; Node.js,Unknown,,2026-08-10,6,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-10,Berlin-focused recruiting role with local/home-office framing rather than international remote; public traces also indicate around 3+ years and a broader Node.js/full-stack scope.
job-0062,not_started,unknown,Jobgether,"Software Engineer, Front End Leaning, Agents",Unknown,,https://www.linkedin.com/jobs/view/4449385212/,LinkedIn,Netherlands / Ireland,Country-specific,Frontend; Software Engineering; AI Agents,Unknown,,2026-08-10,,None,other,,,,,,,,,,unknown,unknown,2026-08-10,"Jobgether is acting as an intermediary and no reliable first-party employer/application page could be confirmed. LinkedIn surfaced Netherlands and Ireland copies, including job 4449388158; skipping to avoid an opaque application path."
job-0063,not_started,unknown,FetchJobs.co,Frontend Developer,Unknown,,https://www.linkedin.com/jobs/view/4451398325/,LinkedIn,Germany,Country-specific,Frontend,Unknown,,2026-08-10,,None,other,,,,,,,,,,unknown,unknown,2026-08-10,"FetchJobs.co appears to republish third-party vacancies under a generic employer label; the specific underlying company and first-party application route were not reliably confirmed, so this is not actionable."
job-0064,applied,unknown,TransPerfect / Avatria,Commerce & Content Front End Technical Consultant,Middle,https://transperfect.recruitee.com/o/commerce-and-content-front-end-technical-consultant-contractor-freelancer,https://hiring.cafe/job/commerce-and-content-front-end-technical-consultant-contractor-w4qaefgq3nzsrln2,HiringCafe,"Belgrade, Serbia / Remote",Serbia,HTML; CSS; JavaScript; TypeScript; React; Next.js; REST APIs; GraphQL; Figma; CMS; Contentful; AEM; Builder.io; GitHub; Docker; CI/CD,$30/hour,,2026-08-10,8.5,Applied,,2026-08-10,,follow-up,2026-08-17,,,,,,unknown,unknown,2026-08-10,"Application submitted by user on 2026-08-10. Strong match with CMS/content workflows, componentized UI, React/Next.js, TypeScript and Figma; main stretch is proficiency across multiple SPA frameworks. User confirmed requested hourly rate at $30/hour and used the Figma-to-CMS automation example in the custom implementation answer."
job-0065,not_started,open,Kodees Labs,Frontend Developer Intern (Next.js + TypeScript),Intern,https://wellfound.com/jobs/3802484-frontend-developer-intern-next-js-typescript,https://wellfound.com/jobs/3802484-frontend-developer-intern-next-js-typescript,Wellfound,Worldwide,Global,Next.js; React; TypeScript; Tailwind CSS; TanStack Query; WebSockets; Forms,"Unpaid during internship; possible paid conversion at ₹5,000/month",,2026-08-11,9,None,salary_too_low,,,,,,,,,2026-08-12,yes,yes,2026-08-12,"Verified on the live Wellfound job card on 2026-08-12: Apply Now is available, Hires remotely in Everywhere, and recruiter activity is recent. Compensation is unpaid during the internship with only a possible later conversion to ₹5,000/month, below the current profile minimum of $1,000/month."
job-0066,not_started,open,travokarma,Website Development Intern,Intern,https://wellfound.com/jobs/4497124-website-development-intern-ui-ux-full-stack-end-to-end,https://wellfound.com/jobs/4497124-website-development-intern-ui-ux-full-stack-end-to-end,Wellfound,Worldwide,Global,Figma; HTML; CSS; JavaScript; React; Next.js; Vercel; GitHub,"₹10,000–₹20,000/month",,2026-08-11,9,None,salary_too_low,,,,,,,,,2026-08-12,yes,yes,2026-08-12,"Verified on the live Wellfound job card on 2026-08-12: Apply Now is available and Hires remotely in Everywhere. The two-month internship pays ₹10,000–₹20,000/month, below the current profile minimum of $1,000/month."
job-0067,not_started,open,Costy,Product Design Engineer,Junior/Middle,https://wellfound.com/jobs/4479264-product-design-engineer,https://wellfound.com/jobs/4479264-product-design-engineer,Wellfound,Worldwide,Global,Figma; React; JavaScript; TypeScript; HTML; CSS; Design Systems,$11k–$30k/year,,2026-08-11,8.5,None,role_not_frontend,,,,,,,,,2026-08-12,yes,yes,2026-08-12,User reviewed the role on 2026-08-12 and confirmed it is fundamentally a designer / product-design position rather than the targeted frontend engineering role.
job-0068,not_started,open,Pitchmatter,Frontend Developer Intern (React/Next.js),Intern,https://wellfound.com/jobs/3272161-frontend-developer-intern-react-next-js,https://wellfound.com/jobs/3272161-frontend-developer-intern-react-next-js,Wellfound,Worldwide,Global,React; Next.js; Figma; REST APIs; Tailwind CSS; Firebase; JavaScript; HTML; CSS,Certificate only,,2026-08-11,8.5,None,salary_too_low,,,,,,,,,2026-08-12,yes,yes,2026-08-12,User reviewed the compensation terms on 2026-08-12 and confirmed the internship compensates with a certificate rather than cash pay; not compatible with the current compensation requirement.
job-0069,not_started,open,Fluent Labs,Front End Developer,Junior/Middle,https://wellfound.com/jobs/3298184-front-end-developer,https://wellfound.com/jobs/3298184-front-end-developer,Wellfound,Eastern Europe / Remote,Unclear,React; TypeScript; Vite; Tailwind CSS; Web3; viem; wagmi; UI/UX,Equity only,,2026-08-11,7.5,None,salary_too_low,,,,,,,,,2026-08-12,yes,yes,2026-08-12,User reviewed the compensation terms on 2026-08-12 and confirmed compensation is equity-only rather than cash salary; not compatible with the current compensation requirement.
job-0070,not_started,unknown,Bitgreen,Full-time Serbia Next.js React Javascript,Senior,https://wellfound.com/jobs/3530358-full-time-serbia-next-js-react-javascript,https://wellfound.com/jobs/3530358-full-time-serbia-next-js-react-javascript,Wellfound,Serbia / Belgrade / Remote,Serbia,Next.js; React; JavaScript; TypeScript,Unknown,,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,"Geo and stack are attractive, but the role asks for about 7 years of experience plus startup autonomy at project-lead level."
job-0071,not_started,unknown,Gorillas Guild,Co-founder & Full-Stack Engineer,Junior/Middle,https://wellfound.com/jobs/3904213-co-founder-full-stack-engineer,https://wellfound.com/jobs/3904213-co-founder-full-stack-engineer,Wellfound,Serbia / Remote,Serbia,React; Next.js; Full-stack; Equity,Equity only,,2026-08-11,,None,other,,,,,,,,,,unknown,unknown,2026-08-11,"Cofounder/equity-only position rather than the targeted full-time, internship or contract employment path."
job-0072,not_started,unknown,SWARA,Software Developer,Junior,https://wellfound.com/jobs/4475642-software-developer,https://wellfound.com/jobs/4475642-software-developer,Wellfound,Worldwide,Global,Next.js; React; TypeScript; Backend Services; LLMs; Vector Databases; Data Pipelines,Unknown,,2026-08-11,,None,role_not_frontend,,,,,,,,,,unknown,unknown,2026-08-11,"Search card looks frontend-friendly, but the actual role is backend/data/LLM-heavy with job aggregation services, vector databases and data pipelines."
job-0073,not_started,unknown,CentralApp,Product Engineer,Junior/Middle,https://wellfound.com/jobs/4275984-product-engineer,https://wellfound.com/jobs/4275984-product-engineer,Wellfound,India / Belgium / Philippines / Finland,Country-specific,React; Frontend; Product Engineering,Unknown,,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,"Frontend is a strong execution layer, but advertised remote hiring locations do not include Serbia."
job-0074,not_started,closed,Pareto Holdings,Design Engineer,Junior,https://wellfound.com/jobs/3540476-design-engineer,https://wellfound.com/jobs/3540476-design-engineer,Wellfound,Worldwide,Global,Figma; React; Next.js; Tailwind CSS,Unknown,,2026-08-11,,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Search result looked excellent, but the direct Wellfound job card could not be reopened as an active application page during verification."
job-0075,not_started,closed,Tryapplynow,Junior Frontend Developer,Junior,,https://wellfound.com/jobs,Wellfound,United States / Remote,Country-specific,Frontend; React; JavaScript,Unknown,,2026-08-11,,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Search result initially surfaced as Remote Everywhere, while the description said hiring region United States; direct job result later returned Gone and is not actionable."
job-0076,not_started,closed,Grovyn,Frontend Intern,Intern,,https://wellfound.com/jobs,Wellfound,Remote,Unclear,Frontend; React,Unknown,,2026-08-11,,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh-looking Wellfound search result, but the direct job card returned Gone during verification."
job-0077,not_started,closed,Circle,Design Engineer,Unknown,,https://wellfound.com/jobs,Wellfound,Remote,Unclear,Figma; Frontend; Design Engineering,Unknown,,2026-08-11,,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh-looking Wellfound search result, but the direct job card returned Gone during verification."
job-0078,applied,unknown,Zoftify — Travel Software Development,Frontend Developer (React),Middle,https://zoftify.bamboohr.com/careers/29/,https://helloworld.rs/posao/Frontend-Developer-React/Zoftify-Travel-Software-Development/706636,HelloWorld.rs,Remote worldwide,Global,React; TypeScript; REST APIs; Figma; CSS; Next.js; Tailwind CSS; Animation,Unknown,,2026-08-11,8.5,Applied,,2026-08-11,,follow-up,2026-08-18,,,,,,unknown,unknown,2026-08-11,"Application submitted by user on 2026-08-11. Strong React/TypeScript/Figma fit; transparent about roughly 1 year of hands-on Next.js experience. Desired pay entered as around EUR 1,500 gross/month and negotiable."
job-0079,applied,unknown,Stedi,Frontend Engineer,Middle,https://jobs.ashbyhq.com/Stedi/d0134d3b-915c-439a-994d-28124fa90fe6,https://www.helloworld.rs/posao/Frontend-Engineer/Stedi/705733,HelloWorld.rs,Europe / Remote,Europe,React; Next.js; TypeScript; Figma; Accessibility; UI Testing; CSS-in-JS; SSR,Unknown,,2026-08-11,7.5,Applied,,2026-08-11,,follow-up,2026-08-18,,,,,,unknown,unknown,2026-08-11,"Application submitted by user on 2026-08-11 as a deliberate lower-grade stretch. European remote listing; role asks for 4+ years, while application explicitly invited consideration at an earlier level. Strong fit around React/Next.js/TypeScript, accessibility, UI quality, and eliminating repetitive work."
job-0080,not_started,closed,TRIA,Game Developer,Junior/Middle,,https://www.helloworld.rs/posao/Game-Developer/Tria-d.o.o/678774,HelloWorld.rs,"Belgrade, Serbia / Hybrid",Hybrid,JavaScript; HTML5; CSS3; Canvas; WebGL; Unity; Git; Phaser; Three.js; Node.js,Unknown,,2026-08-11,9.5,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Strong playable-ads and creative-development fit, but user confirmed the vacancy is already closed on 2026-08-11; recorded to prevent rediscovery."
job-0081,not_started,closed,Choice,Frontend Developer,Middle,https://choiceqr.com/vacancy/,https://himalayas.app/companies/choice/jobs/frontend-developer,Himalayas,Worldwide,Global,React; Redux; JavaScript; TypeScript; Next.js; React Native; HTML5; CSS3; Webpack; Figma,Unknown,2026-08-07,2026-08-11,8.5,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Himalayas card is live and marked worldwide, but the official Choice careers page checked on 2026-08-11 does not list a Frontend Developer opening. Recorded as stale/closed to prevent rediscovery."
job-0082,not_started,closed,KDCI,Web Developer,Middle,https://www.kdci.co/about/career,https://himalayas.app/companies/kdci/jobs/web-developer,Himalayas,Worldwide,Global,HTML; CSS; JavaScript; Git; WordPress; SEO; Shopify; WooCommerce; UI/UX,Unknown,2026-07-23,2026-08-11,8,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Himalayas card is live and marked worldwide, but KDCI's official careers page checked on 2026-08-11 does not list this Web Developer role among current openings. Recorded as stale/closed to prevent rediscovery."
job-0083,not_started,unknown,Renesas Electronics,Senior Front-end Engineer,Senior,,https://www.linkedin.com/jobs/view/4442164674/,LinkedIn,"Belgrade, Serbia",Serbia,Frontend,Unknown,,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh Serbia LinkedIn alert, but Senior is explicit in the title; hard seniority blocker."
job-0084,not_started,unknown,Greencastle Digital,Senior Software Engineer - React,Senior,,https://www.linkedin.com/jobs/view/4447380796/,LinkedIn,"Belgrade, Serbia",Serbia,React; Frontend,Unknown,,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh Serbia LinkedIn alert, but Senior is explicit in the title; hard seniority blocker."
job-0085,not_started,unknown,SMG Serbia,Senior Full Stack Engineer (Web Focused),Senior,,https://www.linkedin.com/jobs/view/4439149489/,LinkedIn,"Belgrade, Serbia",Serbia,Web; Full-stack,Unknown,,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh Serbia LinkedIn alert, but Senior is explicit in the title; hard seniority blocker."
job-0086,not_started,unknown,Ruya AI,Senior Full Stack Frontend Engineer,Senior,,https://www.linkedin.com/jobs/view/4449738853/,LinkedIn,"Belgrade, Serbia",Serbia,Frontend; Full-stack; AI,Unknown,,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh Serbia LinkedIn alert, but Senior is explicit in the title; hard seniority blocker."
job-0087,not_started,unknown,Jobgether,Frontend Engineer (React),Unknown,,https://www.linkedin.com/jobs/view/4449119123/,LinkedIn,Germany / Netherlands,Country-specific,React; Frontend,Unknown,,2026-08-11,,None,other,,,,,,,,,,unknown,unknown,2026-08-11,"Jobgether is acting as an intermediary; no reliable first-party employer/application page could be resolved for the fresh Germany and Netherlands variants, including LinkedIn job 4449109239."
job-0088,applied,unknown,defdone,Software development Frontend Developer,Junior/Middle,https://www.defdone.com/careers-job-post/frontend-developer,https://www.linkedin.com/jobs/view/4449078058/,LinkedIn,"Poznan, Poland / Remote",Unclear,React; Redux; JavaScript; TypeScript; HTML; CSS; REST APIs; Playwright; Node.js,Unknown,,2026-08-11,8.5,Applied,,2026-08-11,,follow-up,2026-08-18,,no,,,,unknown,unknown,2026-08-11,"Application submitted by user on 2026-08-11 through defdone's official careers contact form. Strong React/Redux/TypeScript/REST/testing fit; remote B2B setup looks promising, while cross-border contracting from Serbia remains to be confirmed if they respond."
job-0089,not_started,unknown,CIMSOLUTIONS,Front-end Developer,Middle,https://www.cimsolutions.nl/vacatures/front-end-developer-acspfixkv06aixo_/,https://www.linkedin.com/jobs/view/4451144078/,LinkedIn,Netherlands,Country-specific,JavaScript; React; Angular; Vue.js; HTML; CSS; Tailwind CSS,Unknown,,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Official role is live but requires at least three years of relevant experience plus excellent Dutch and English; Netherlands-focused employment. LinkedIn also surfaced variant 4451129181.
job-0090,not_started,unknown,Golf GameBook,Frontend Developer,Junior/Middle,https://careers.golfgamebook.com/jobs/8038254-frontend-developer,https://www.linkedin.com/jobs/view/4450338017/,LinkedIn,"Espoo, Finland",On-site,React; TypeScript; JavaScript; HTML; CSS; Redux Toolkit; Playwright,Unknown,,2026-08-11,8,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,"Excellent technical fit, but the official vacancy explicitly requires full-time on-site work in Espoo, Finland."
job-0091,not_started,unknown,Movify Luxembourg,React Developer,Middle,https://www.movify.lu/careers/react-developer,https://www.linkedin.com/jobs/view/4449205539/,LinkedIn,Luxembourg,Country-specific,React; TypeScript; JavaScript; REST APIs; React Hooks; React Router; Redux,Unknown,,2026-08-11,7,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Official role is a Luxembourg full-time employee position and requires native French plus fluent English; not compatible with current Serbia-based search.
job-0092,not_started,closed,AND Digital,Frontend Developer Amsterdam (React),Unknown,https://www.and.digital/nl-nl/join/open-roles,https://www.linkedin.com/jobs/view/4448880366/,LinkedIn,"Amsterdam, Netherlands",Hybrid,React; Frontend,Unknown,,2026-08-11,,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh LinkedIn card, but AND Digital's current official open-roles page does not list this frontend position. Netherlands employment is also normally hybrid with substantial on-site time."
job-0093,not_started,unknown,Spait Infotech,Frontend Developer,Unknown,,https://www.linkedin.com/jobs/view/4449375841/,LinkedIn,Ireland,Country-specific,Frontend,Unknown,,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,LinkedIn listing is Ireland-specific and no reliable first-party employer/application page was confirmed; not actionable from Serbia.
job-0094,applied,unknown,SolutionLab,Front-end developer (React),Junior/Middle,https://solutionlab.net/careers/front-end-developer-react,https://www.linkedin.com/jobs/view/4450540694/,LinkedIn,"Vilnius, Lithuania / Flexible",Unclear,React; React Native; JavaScript; TypeScript; REST APIs; TDD,"€1,000–€5,000+ net/month",,2026-08-11,8.5,Applied,,2026-08-11,,follow-up,2026-08-18,,no,,,,unknown,unknown,2026-08-11,Application submitted by user on 2026-08-11 through SolutionLab's general contact form because the vacancy/application links and careers page were broken or empty. LinkedIn profile URL was included in the message; cross-border employment from Serbia remains to be confirmed if they respond.
job-0095,not_started,unknown,OneJar,Junior Full-Stack Engineer,Junior,https://jobs.one-jar.com/,https://www.linkedin.com/jobs/view/4451100849/,LinkedIn,Two listed work locations / Remote,Country-specific,Full-stack,Unknown,,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,"Vacancy is active, but the application form requires choosing one of two specific preferred work locations and Serbia is not available. User stopped before submission on 2026-08-11; remote label is not sufficient for Serbia eligibility."
job-0096,not_started,unknown,Hire Feed,Fullstack Developer (React/Node.js) (Remote),Unknown,,https://www.linkedin.com/jobs/view/4451380936/,LinkedIn,European Union / Remote,Europe,React; Node.js,Unknown,,2026-08-11,,None,other,,,,,,,,,,unknown,unknown,2026-08-11,Opaque intermediary listing with no reliable first-party employer/application route confirmed; LinkedIn also scopes the role to the European Union.
job-0097,not_started,unknown,Hire Feed,Senior Frontend Software Engineer (Typescript) (Remote),Senior,,https://www.linkedin.com/jobs/view/4451397328/,LinkedIn,European Union / Remote,Europe,TypeScript; Frontend,Unknown,,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,Senior is explicit in the title and the listing is also EU-scoped; hard blocker.
job-0098,not_started,unknown,ClickUp,Staff Frontend Engineer,Senior,,https://www.linkedin.com/jobs/view/4393491848/,LinkedIn,Hungary / Remote,Country-specific,Frontend,Unknown,,2026-08-11,,None,duplicate_listing,,,,,,,,,,unknown,unknown,2026-08-11,Duplicate location variant of job-0046 / the already tracked ClickUp Staff Frontend Engineer family; still a Staff-level mismatch.
job-0099,not_started,unknown,Homeward,"Software Engineer, Front-end (Latin America)",Unknown,,https://himalayas.app/companies/homeward/jobs/software-engineer-front-end-latin-america,Himalayas,Argentina; Bolivia; Brazil; Chile; Colombia; Costa Rica; Cuba; Dominican Republic; Ecuador; El Salvador; Guatemala; Haiti; Honduras; Mexico; Nicaragua; Panama; Paraguay; Peru; Uruguay; Venezuela,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Latin America; Serbia is outside the allowed geography.
job-0100,not_started,unknown,FCamara,Desenvolvedor Frontend Angular - Pleno,Unknown,,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-frontend-angular-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0101,not_started,unknown,FCamara,Desenvolvedor Front-end Engineer - Pleno,Unknown,,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-front-end-engineer-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0102,not_started,closed,REW Technology,Front End Engineer,Unknown,https://rewtechnology.com/careers/,https://himalayas.app/companies/rew-technology/jobs/front-end-engineer,Himalayas,Worldwide,Unclear,,Unknown,2026-08-09,2026-08-11,,None,closed_before_application,,,,,,,,,2026-08-11,yes,no,2026-08-11,Official REW Technology careers page checked on 2026-08-11 is live but no longer lists Front End Engineer among open roles.
job-0103,not_started,unknown,Mindrift,Freelance Frontend Developer (Landing Pages & Websites),Unknown,,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-7686352019,Himalayas,Brazil,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0104,not_started,unknown,FCamara,Pessoa Desenvolvedora Front-end (Desenvolvedor de IA Conversacional) - Pleno,Unknown,,https://himalayas.app/companies/fcamara/jobs/pessoa-desenvolvedora-front-end-desenvolvedor-de-ia-conversacional-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0105,not_started,unknown,Cuponomia,Desenvolvedor(a) Front-End Júnior | Pleno,Unknown,,https://himalayas.app/companies/cuponomia/jobs/desenvolvedor-a-front-end-junior-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0106,not_started,unknown,Mindrift,Freelance Frontend Developer (Landing Pages & Websites),Unknown,,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-6692025130,Himalayas,Saudi Arabia,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Saudi Arabia; Serbia is outside the allowed geography.
job-0107,not_started,unknown,ASRC Federal,Geospatial Front-End Developer,Unknown,,https://himalayas.app/companies/asrc-federal/jobs/geospatial-front-end-developer-1935918062,Himalayas,United States,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the United States; Serbia is outside the allowed geography.
job-0108,not_started,unknown,Worky,Frontend Developer,Unknown,,https://himalayas.app/companies/worky/jobs/frontend-developer,Himalayas,Colombia; Mexico,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Colombia or Mexico; Serbia is outside the allowed geography.
job-0109,not_started,unknown,BigBinary,React Native Engineer,Unknown,,https://himalayas.app/companies/bigbinary/jobs/react-native-engineer,Himalayas,India,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to India; Serbia is outside the allowed geography.
job-0110,not_started,open,Devoteam,Nearshore Sector | Mid Fullstack Java/React Developer,Unknown,https://www.devoteam.com/jobs/126599455624307398/,https://himalayas.app/companies/devoteam/jobs/nearshore-sector-mid-fullstack-java-react-developer,Himalayas,Portugal,Unclear,,Unknown,2026-08-10,2026-08-11,,None,role_not_frontend,,,,,,,,,2026-08-11,yes,yes,2026-08-12,User closed this lead on 2026-08-12 because the role has a strong backend/full-stack Java focus and is not aligned with the frontend target.
job-0111,not_started,open,TalentCross,"1225 - 410MOS | Full Stack Engineer (React, Node.js, PostgreSQL, Web Scraping, A",Unknown,https://www.careers-page.com/talentcross/job/RYY35936,https://himalayas.app/companies/talentcross/jobs/1225-410mos-full-stack-engineer-react-node-js-postgresql-web-scraping-a,Himalayas,Worldwide,Unclear,,Unknown,2026-08-09,2026-08-11,,None,other,,,,,,,,,2026-08-11,yes,yes,2026-08-12,User closed this lead on 2026-08-12 because the engagement is effectively freelance/project work without the team collaboration expected from the target role.
job-0112,not_started,unknown,Pavago,Shopify Web Developer,Unknown,,https://himalayas.app/companies/pavago/jobs/shopify-web-developer-9768688693,Himalayas,Pakistan,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Pakistan; Serbia is outside the allowed geography.
job-0113,not_started,unknown,Spektra Systems,AI-Native Web Developer,Unknown,,https://himalayas.app/companies/spektra-systems/jobs/ai-native-web-developer-5286226654,Himalayas,United States,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the United States; Serbia is outside the allowed geography.
job-0114,not_started,unknown,Pavago,Shopify Web Developer,Unknown,,https://himalayas.app/companies/pavago/jobs/shopify-web-developer,Himalayas,Philippines,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the Philippines; Serbia is outside the allowed geography.
job-0115,not_started,unknown,allego,Web Developer,Unknown,,https://himalayas.app/companies/allego/jobs/web-developer,Himalayas,Colombia,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Colombia; Serbia is outside the allowed geography.
job-0116,not_started,unknown,Netomi,SDE II - Frontend,Unknown,,https://himalayas.app/companies/netomi/jobs/sde-ii-frontend-9690587356,Himalayas,India,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to India; Serbia is outside the allowed geography.
job-0117,not_started,unknown,IXILIX,Front End Developer,Unknown,,https://himalayas.app/companies/ixilix/jobs/front-end-developer,Himalayas,Worldwide,Unclear,,Unknown,2026-08-07,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,Current public role requires 4+ years of frontend experience plus commercial slots/PIXI.js or game-engine experience.
job-0118,not_started,unknown,Revvity,Front-End AI Co-op Marketing - REMOTE (Fall 2026),Unknown,,https://himalayas.app/companies/revvity/jobs/front-end-ai-co-op-marketing-remote-fall-2026,Himalayas,Canada,Unclear,,Unknown,2026-08-07,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Canada; Serbia is outside the allowed geography.
